Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01602745,3,6,B2,"4,099.00",127,,PEMBROKE EAST E,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01382196,3,5,B3,"3,800.00",135,,PEMBROKE EAST E,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01257202-25,3,3,B3,"2,507.00",119,,PEMBROKE EAST E,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01091143-25,3,6,B3,"3,654.00",91,,PEMBROKE WEST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01613080,3,6,C1,"3,224.00",100,,PEMBROKE EAST C,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01528173,3,3,C1,"2,813.16",91,,PEMBROKE EAST D,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01769567,3,3,C3,"2,962.00",93,,PEMBROKE EAST C,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01526604,3,6,C3,"3,794.00",92,,PEMBROKE EAST E,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01518853,3,3,C3,"3,173.00",97,,PEMBROKE EAST E,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01597730,3,6,D2,"4,134.00",120,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01651855,1,2,C1,"1,982.00",62,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01200441-25,1,2,B1,"2,047.00",60,,PEMBROKE WEST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01437955-25,1,2,C1,"1,850.00",60,,PEMBROKE WEST B,05/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0919-01515243-25,1,2,C3,"1,626.00",60,,PEMBROKE WEST B,09/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01475336,2,0,A2,"2,662.00",80,,PEMBROKE WEST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0619-01487328-25,1,2,,"1,470.00",65,,PEMBROKE WEST B,06/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0219-01453148-25,1,2,,964.00,65,,PEMBROKE WEST B,02/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00955659-26,1,0,,"2,150.00",65,,PEMBROKE WEST B,04/2024,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0322-00050124-25,1,2,D1,"1,699.27",35,,PEMBROKE WEST B,03/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01791063,1,2,,"1,830.90",35,,PEMBROKE WEST B,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01747020,1,1,,"2,300.00",35,,PEMBROKE WEST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00970061-26,1,2,,"1,894.25",34,,PEMBROKE WEST B,04/2024,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01272216-26,1,2,C2,"1,906.00",43,,PEMBROKE WEST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01421695,1,2,,"2,500.00",40,,PEMBROKE WEST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01232025-25,1,0,,"1,869.00",40,,PEMBROKE WEST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00961507-25,1,2,,"2,200.00",40,,PEMBROKE WEST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01571430,1,0,D2,"1,820.00",44,,PEMBROKE WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01599526,1,1,B2,"2,000.00",40,,PEMBROKE EAST E,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01393565,1,2,B3,"2,400.00",40,,RATHMINES WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01393466,1,2,B3,"2,250.00",40,,RATHMINES WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00976124-25,1,2,C1,"2,200.00",45,,PEMBROKE WEST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01567899,1,2,C3,"2,211.00",45,,PEMBROKE WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01604582,1,2,D1,"1,792.00",45,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0720-01621441-25,1,2,D1,"1,327.00",46,,PEMBROKE WEST B,07/2020,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01496885,1,2,D2,"2,478.00",46,,PEMBROKE WEST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01351629,1,2,D2,"2,358.00",46,,PEMBROKE WEST B,03/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00988533-25,1,2,C3,"1,880.00",47,,PEMBROKE WEST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01461252,1,1,D1,"1,945.00",47,,PEMBROKE WEST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01717671,1,1,,"2,300.00",60,,PEMBROKE WEST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01656423,1,2,B3,"1,990.00",50,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01609620,1,2,B3,"2,045.56",50,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01684085,1,0,C2,"2,215.00",50,,PEMBROKE WEST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01428223,1,2,C2,"2,200.00",50,,PEMBROKE WEST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01331627-26,1,0,C2,"1,907.00",50,,PEMBROKE WEST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01199070-25,1,2,C2,"2,052.00",50,,PEMBROKE WEST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01748531,1,2,C3,"2,210.00",50,,PEMBROKE WEST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01656300,1,2,C3,"2,205.00",50,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01609405,1,2,C3,"2,053.22",50,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01470757,1,2,C3,"2,064.00",50,,PEMBROKE WEST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01608574,1,0,,"2,058.00",60,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01599516,1,1,,930.00,60,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01045944-25,1,2,,"1,477.00",60,,PEMBROKE WEST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01020954-25,1,2,,"1,900.00",60,,PEMBROKE WEST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01795823,1,0,C3,"1,938.00",55,,PEMBROKE WEST B,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01560696,1,2,D2,"2,660.00",52,,PEMBROKE WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01687545,1,2,C2,"1,828.00",51,,PEMBROKE WEST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01393764,1,2,D1,"2,400.00",51,,PEMBROKE WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0519-01475528-25,1,1,,"1,018.00",55,,PEMBROKE WEST B,05/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0718-01363657-25,1,0,,"1,519.00",55,,PEMBROKE WEST B,07/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0519-01475534-25,1,1,,"1,022.00",55,,PEMBROKE WEST B,05/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0822-00176355-25,2,4,A2,"3,166.67",104,,PEMBROKE WEST B,08/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01591892,2,0,A3,"1,575.00",84,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0822-00191994-25,2,2,A3,"3,166.67",112,,PEMBROKE WEST B,08/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0919-01515329-25,2,4,A3,"3,382.00",79,,PEMBROKE WEST B,09/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0822-00191939-25,2,2,A3,"3,166.67",98,,PEMBROKE WEST B,08/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0722-00136776-25,2,4,A3,"3,166.67",111,,PEMBROKE WEST B,07/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0722-00136860-25,2,4,A3,"3,166.67",112,,PEMBROKE WEST B,07/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0722-00136974-25,2,2,A3,"3,166.67",96,,PEMBROKE WEST B,07/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0722-00136904-25,2,2,A3,"3,166.67",111,,PEMBROKE WEST B,07/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01450981,2,4,B2,"3,450.00",82,,PEMBROKE WEST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01569081,2,4,B3,"2,419.00",82,,PEMBROKE WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01372482,2,2,B3,"2,439.00",82,,PEMBROKE WEST B,03/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01343437,2,4,B3,"3,500.00",82,,PEMBROKE WEST B,03/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01061988-25,2,4,B3,"2,370.00",82,,PEMBROKE WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01597594,2,4,B1,"3,067.00",83,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01602167,2,4,C1,"2,356.00",83,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01268963-26,2,0,,"2,350.00",40,,PEMBROKE WEST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01652139,2,4,B3,"2,369.00",75,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01184547-25,2,4,C1,"3,057.00",75,,PEMBROKE WEST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01526633,2,4,C3,"2,383.00",75,,PEMBROKE WEST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01120041-25,2,2,D2,"2,477.00",75,,PEMBROKE WEST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0718-01368851-25,2,0,B3,"2,659.00",76,,PEMBROKE WEST B,07/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01348586-26,2,2,C1,"2,137.00",74,,PEMBROKE WEST B,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0418-01334857-25,2,2,G,"1,612.00",74,,PEMBROKE WEST B,04/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01048075-25,2,0,D2,"2,251.00",73,,PEMBROKE WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01270281-26,2,0,,"3,100.00",42,,PEMBROKE WEST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01408264,2,4,B3,"2,864.00",70,,PEMBROKE WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01350102-26,2,4,C2,"2,718.95",70,,PEMBROKE WEST B,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01089430-25,2,3,C3,"2,075.00",70,,PEMBROKE WEST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01700764,2,4,D1,"2,449.00",70,,PEMBROKE WEST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01580930,2,4,B3,"3,005.00",69,,PEMBROKE WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00959804-25,2,4,B3,"2,346.00",69,,PEMBROKE WEST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01216614-25,2,4,C1,"2,352.00",71,,PEMBROKE WEST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01088980-25,2,2,C3,"2,187.00",69,,PEMBROKE WEST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01022192-25,2,3,D1,"2,850.00",69,,PEMBROKE WEST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01273878-26,2,2,E1,"2,077.00",69,,PEMBROKE WEST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01259264-25,2,4,,"1,635.00",46,,PEMBROKE WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01583664,2,4,B3,"2,850.00",65,,PEMBROKE WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01294799-26,2,4,C2,"2,364.00",65,,PEMBROKE WEST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01544704,2,2,D2,"2,430.00",65,,PEMBROKE WEST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01422887,2,4,B2,"2,362.00",64,,PEMBROKE WEST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01071071-25,2,4,B2,"2,432.00",64,,PEMBROKE WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01673994,2,4,C2,"3,000.00",64,,PEMBROKE WEST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01491709,2,4,B2,"2,406.00",63,,PEMBROKE WEST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0619-01487653-25,2,4,B2,"2,634.00",63,,PEMBROKE WEST B,06/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01527878,2,4,B3,"2,885.00",63,,PEMBROKE WEST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01063821-25,2,4,B3,"2,360.00",67,,PEMBROKE WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01658072,2,4,C3,"2,500.00",50,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01402544,2,4,D1,"2,538.00",50,,PEMBROKE WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01519400,2,0,,"2,550.00",50,,PEMBROKE WEST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01199958-25,2,2,,"1,975.00",50,,PEMBROKE WEST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01306379-26,2,0,C2,"1,610.00",55,,PEMBROKE WEST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00953671-25,2,2,,"1,969.00",55,,PEMBROKE WEST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01512924,2,0,C1,"2,544.00",50,,PEMBROKE EAST E,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01087809-25,2,4,B3,"2,189.00",60,,PEMBROKE WEST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01578715,2,4,D1,"2,153.00",60,,PEMBROKE WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01298198-26,2,4,B2,"2,529.00",62,,PEMBROKE WEST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01071233-25,2,4,B2,"2,535.00",62,,PEMBROKE WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01422048,2,0,B3,"2,727.00",58,,PEMBROKE WEST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01426002,2,3,D2,"1,701.00",56,,PEMBROKE WEST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01693104,2,2,,"2,568.00",60,,PEMBROKE WEST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01076461-25,3,0,B3,"3,950.00",90,,PEMBROKE WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0320-01588918-26,3,3,C2,"2,886.00",95,,PEMBROKE WEST B,03/2020,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01655052,3,0,C2,"2,850.00",90,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01394993,3,6,D1,"3,362.00",120,,PEMBROKE WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01358499,3,6,D1,"3,457.00",120,,PEMBROKE WEST B,03/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01110708-25,3,3,D1,"3,972.00",112,,PEMBROKE WEST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01069156-25,3,6,D1,"3,499.00",120,,PEMBROKE WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0219-01452751-25,3,6,,"1,610.00",80,,PEMBROKE WEST B,02/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0722-00137045-25,2,2,A3,"3,166.67",112,,PEMBROKE WEST B,07/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0822-00191811-25,2,2,A3,"3,166.67",112,,PEMBROKE WEST B,08/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01589579,2,0,B2,"3,020.00",94,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01597984,2,4,B2,"3,196.00",84,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01599420,2,4,B1,"2,346.00",84,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0418-01330672-25,2,4,B3,"2,549.00",84,,PEMBROKE WEST B,04/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01521896,2,2,B3,"3,200.00",94,,PEMBROKE WEST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01651088,1,1,C1,"2,244.00",49,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01355908-25,1,1,C2,"1,485.00",35,,PEMBROKE EAST B,03/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01705450,1,2,C3,"1,925.00",36,,PEMBROKE EAST E,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01479469-25,1,1,C2,"1,735.00",40,,RATHMINES WEST B,07/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01627110,1,2,C3,"1,900.00",49,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01321942-26,1,1,C3,"1,810.00",50,,PEMBROKE WEST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01474699,2,4,C1,"2,848.00",88,,PEMBROKE WEST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01363282,2,4,C1,"2,478.00",100,,PEMBROKE WEST B,03/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01655013,2,4,C2,"2,575.00",67,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01656388,2,4,C2,"2,770.00",84,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0619-01492528-25,2,4,C2,"2,762.00",94,,PEMBROKE WEST B,06/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01656337,2,4,C3,"3,085.00",84,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01597790,2,4,C3,"2,929.00",84,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01522618,2,4,C3,"2,606.00",84,,PEMBROKE WEST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01158583-25,2,2,C2,"2,000.00",85,,PEMBROKE WEST B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01299539-26,2,2,C3,"2,100.00",87,,PEMBROKE WEST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01175444-25,2,4,C3,"2,535.00",90,,PEMBROKE WEST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01255008-25,3,6,E1,"3,465.00",120,,PEMBROKE WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01692183,1,2,D2,"2,176.00",50,,PEMBROKE WEST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01527850,1,2,D2,"2,083.00",47,,PEMBROKE WEST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01553731,1,2,D2,"2,050.00",50,,PEMBROKE WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01470729,1,2,D2,"2,198.00",50,,PEMBROKE WEST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01395372,1,2,D2,"2,065.00",50,,PEMBROKE WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01395023,1,2,D2,"2,173.00",50,,PEMBROKE WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1118-01413120-25,1,2,D2,900.00,35,,RATHMINES WEST B,11/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01030543-25,1,2,D2,"1,780.00",35,,RATHMINES WEST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01705685-25,1,2,D2,"1,686.00",34,,PEMBROKE EAST E,01/2026,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01455544,1,2,D1,"1,163.00",35,,RATHMINES EAST C,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01679940,1,1,D2,"1,850.00",40,,PEMBROKE EAST D,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0419-01469813-25,1,2,D2,"1,450.00",40,,RATHMINES WEST B,04/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01331425-26,1,2,E2,"1,547.00",65,,RATHMINES WEST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01651539,1,2,F,"1,600.00",65,,PEMBROKE EAST C,11/2025,
